"data_id","event_date","event_type","actor1","actor2","admin1","admin2","location","latitude","longitude","notes","fatalities"
9087679,2019-11-07,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 7 November 2019, the NAF rebel forces fired 82mm mortars, IFVs, grenade launchers and small arms at the governmental positions near Vodyane, Donetsk. The OSCE SMM observed a total of 318 projectiles/explosions/shots involving unknown weapons in both directions of the frontline near Vodyane. During the day, one Ukrainian soldier was killed and four were wounded at unspecified locations. One of the wounded soldiers died in a hospital on the next day [2 fatalities split among 12 events].",1
9087750,2019-11-06,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Kyiv City","Kyiv","Kyiv - Sviatoshynskyi",50.4696,30.3382,"On 6 November 2019, an unidentified person threw an IED on the roof of a car on a highway in Sviatoshynskyi district of Kiev. Five cars were damaged, many people were injured, one person died.",1
9087770,2019-11-05,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Kalmiuskyi","Uzhivka",47.1446,37.8563,"On 5 November 2019, the Ukrainian Forces fired 120mm and 82mm mortars, IFVs, grenade launchers, heavy machine guns and small arms at the positions of the Donbass People's Militia in the area of Uzhivka, Donetsk, killing one DPR rebel.",1
9087835,2019-11-04,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Luhansk","Alchevskyi","Donetskyi",48.6963,38.6738,"On 4 November 2019, the Ukrainian Forces fired IFVs at the position of the Luhansk People's Militia in the area of Donetskyi, Luhansk, killing one LPR rebel.",1
9087987,2019-10-31,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Bakhmutskyi","Lozove",48.3844,38.2312,"On 31 October 2019, the Ukrainian Forces fired grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Lozove, Donetsk, killing one DPR rebel.",1
9088044,2019-10-30,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Luhansk","Alchevskyi","Sentianivka",48.6686,38.7544,"On 30 October 2019, the Ukrainian Forces fired 120mm and 82mm mortars, grenade launchers and small arms at the position of the Luhansk People's Militia in the area of Sentianivka, Luhansk. During the day, one LPR rebel was killed at an unspecified location [1 fatality split among 3 events].",1
9088150,2019-10-28,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Shyroka Balka",48.3034,37.9305,"On 28 October 2019, the Ukrainian Forces fired grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Shyroka Balka, Donetsk. The OSCE SMM observed a total of 10 explosions/bursts of fire involving heavy machineguns/unknown weapons near Shyroka Balka. During the day, one DPR rebel was killed at an unspecified location [1 fatality split among 12 events].",1
9088346,2019-10-25,"Battles","Unidentified Armed Group (Ukraine)","Police Forces of Ukraine (2019-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 25 October 2019, an unidentified individual shot dead a witness in the case of the death of the Russian ex-member of Parliament Denis Voronenkov and wounded another person in Kharkiv. When the police surrounded the attacker, he blew himself up with a grenade and died.",2
9088515,2019-10-22,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Pavlopil",47.2656,37.7787,"On 22 October 2019, the NAF rebel forces fired grenade launchers, heavy machine guns and anti-tank guided missiles at the governmental positions near Pavlopil, Donetsk. The OSCE SMM observed a total of 8 projectiles involving unknown weapons in both directions of the frontline near Pavlopil. During the day, one Ukrainian soldier was killed and three were wounded at unspecified locations in Donbass [1 fatality split among 14 events].",1
9088746,2019-10-19,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Crimea","Simferopolskyi","Simferopol",44.9502,34.1017,"On 19 October 2019, a Crimean Tatar went missing. In November, his body was found with his face mutilated in the area of Simferopol, Crimea.",1
9088927,2019-10-16,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 16 October 2019, the NAF rebel forces fired 120mm mortars, IFVs, grenade launchers and small arms at the governmental positions near Vodyane, Donetsk. The OSCE SMM observed a total of 13 projectiles/explosions involving unknown weapons in both directions of the frontline near Vodyane. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations [1 fatality split among 15 events].",1
9088988,2019-10-15,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Marinka",47.9425,37.505,"On 15 October 2019, the NAF rebel forces fired 82mm mortars, grenade launchers and small arms at the governmental positions near Marinka, Donetsk. The OSCE SMM observed a total of 581 projectiles/explosions involving unknown weapons in both directions of the frontline near Marinka. During the day, two Ukrainian soldiers were killed and five were wounded at unspecified locations [2 fatalities split among 13 events].",1
9088989,2019-10-15,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Avdiivka",48.1394,37.7497,"On 15 October 2019, the NAF rebel forces fired heavy machine guns, grenade launchers and small arms at the governmental positions near Avdiivka, Donetsk. The OSCE SMM observed a total of 15 explosions/bursts of fire involving heavy machineguns/unknown weapons near Avdiivka. During the day, two Ukrainian soldiers were killed and five were wounded at unspecified locations [2 fatalities split among 13 events].",1
9089034,2019-10-15,"Violence against civilians","NAF: United Armed Forces of Novorossiya","Civilians (Ukraine)","Donetsk","Donetskyi","Donetsk",48.015,37.8014,"On 15 October 2019, a DPR rebel reported that their prisoner, a Ukrainian soldier, hung himself in a cell in non-government-controlled Donbass after not being able to handle tortures of the Donbass People's Militia. The Ukrainian side believes that he was killed in prison, since his body was handed over to government-controlled Ukraine a month later with his internal organs taken out to make it impossible to identify the cause of the death.",1
9089282,2019-10-10,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Avdiivka",48.1394,37.7497,"On 10 October 2019, the NAF rebel forces fired 120mm mortars at the governmental positions near Avdiivka, Donetsk. During the day, one Ukrainian soldier was killed at an unspecified location [1 fatality split among 12 events].",1
9089384,2019-10-08,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Pisky",48.0669,37.6664,"On 8 October 2019, the NAF rebel forces fired 82mm mortars and small arms at the governmental positions near Pisky, Donetsk. During the day, one Ukrainian soldier was wounded at an unspecified location and later died in a hospital [1 fatality split among 12 events].",1
9089524,2019-10-06,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Volnovaskyi","Novotroitske",47.7158,37.5919,"On 6 October 2019, the NAF rebel forces fired IFVs and grenade launchers at the governmental positions near Novotroitske, Donetsk. The OSCE SMM observed a total of 30 projectiles/explosions/shots involving unknown weapons near Novotroitske. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations [1 fatality split among 16 events].",1
9089566,2019-10-04,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 4 October 2019, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Vodyane, Donetsk. The OSCE SMM observed a total of 1 explosions involving unknown weapons near Vodyane. During the day, one Ukrainian soldier was killed and two were wounded at unspecified locations [1 fatality split among 16 events].",1
9089652,2019-10-03,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Volnovaskyi","Novotroitske",47.7158,37.5919,"On 3 October 2019, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Novotroitske, Donetsk. The OSCE SMM observed a total of 44 projectiles/explosions involving unknown weapons in both directions of the frontline near Novotroitske. During the day, one Ukrainian soldier was killed at an unspecified location [1 fatality split among 21 events].",1
9089658,2019-10-02,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","NAF: United Armed Forces of Novorossiya","Donetsk","Pokrovskyi","Pisky",48.0669,37.6664,"On 2 October 2019, an LPR rebel died in a landmine explosion near Pisky, Donetsk.",1
9089837,2019-09-29,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Logvinovo",48.38,38.3471,"On 29 September 2019, the Ukrainian Forces fired 120mm and 82mm mortars, grenade launchers and IFVs at the position of the Luhansk People's Militia in the area of Logvinovo, Donetsk, killing one LPR rebel.",1
9089859,2019-09-29,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Ozeryanivka",48.2737,37.9725,"On 29 September 2019, the Ukrainian Forces fired 82mm mortars, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Ozeryanivka, Donetsk, killing a DPR rebel.",1
9089967,2019-09-27,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 27 September 2019, the NAF rebel forces fired IFVs, grenade launchers and small arms at the governmental positions near Vodyane, Donetsk. During the day, one Ukrainian soldier was killed at an unspecified location [1 fatality split among 14 events].",1
9090135,2019-09-25,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Luhansk","Alchevskyi","Donetskyi",48.6963,38.6738,"On 25 September 2019, the Ukrainian Forces fired IFVs and grenade launchers at the position of the Luhansk People's Militia in the area of Donetskyi, Luhansk. During the day, one LPR rebel was killed at an unspecified location in Donbass [1 fatality split among 3 events].",1
9090187,2019-09-24,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Marinka",47.9425,37.505,"On 24 September 2019, the NAF rebel forces fired grenade launchers, sniper rifles and small arms at the governmental positions near Marinka, Donetsk. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations in Donbass [1 fatality split among 13 events].",1
9090558,2019-09-17,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 17 September 2019, a former DPR rebel, who had been released under house arrest by a Ukrainian court, was shot dead in his flat in Mariupol, Donetsk.",1
9090566,2019-09-17,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Volnovaskyi","Novotroitske",47.7158,37.5919,"On 17 September 2019, the NAF rebel forces fired grenade launchers at the governmental positions near Novotroitske, Donetsk. During the day, one Ukrainian soldier was killed and two were wounded at unspecified locations [1 fatality split among 8 events].",1
9090594,2019-09-16,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Military Forces of Ukraine (2019-)","Luhansk","Sievierodonetskyi","Novotoshkivske",48.7234,38.635,"On 16 September 2019, a group of Ukrainian soldiers hit landmines near Novotoshkivske, Luhansk. Two soldiers were killed, three were taken to a hospital with wounds.",2
9090595,2019-09-16,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Luhansk","Alchevskyi","Holubivske",48.692,38.6036,"On 16 September 2019, the Ukrainian Forces fired 82mm mortars at the position of the Luhansk People's Militia in the area of Holubivske, Luhansk. During the day, one LPR rebel was killed and two were wounded at unspecified locations in Donbass [1 fatality split among 4 events].",1
9090780,2019-09-13,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Volnovaskyi","Novotroitske",47.7158,37.5919,"On 13 September 2019, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Novotroitske, Donetsk. During the day, one Ukrainian soldier was killed and eight were wounded at unspecified locations [1 fatality split among 14 events].",1
9090833,2019-09-11,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Nevelske",48.0595,37.5754,"On 11 September 2019, the NAF rebel forces fired small arms at the governmental positions near Nevelske, Donetsk. During the day, two Ukrainian soldiers were killed and one was wounded at unspecified locations [2 fatalities split among 15 events].",1
9090855,2019-09-11,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Luhansk","Alchevskyi","Sentianivka",48.6686,38.7544,"On 11 September 2019, the Ukrainian Forces fired 82mm mortars, grenade launchers, heavy machine guns and small arms at the position of the Luhansk People's Militia in the area of Sentianivka, Luhansk, killing one LPR rebel.",1
9090885,2019-09-11,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Volnovaskyi","Bohdanivka",47.6298,37.7563,"On 11 September 2019, the NAF rebel forces fired IFVs at the governmental positions near Bohdanivka, Donetsk. During the day, two Ukrainian soldiers were killed and one was wounded at unspecified locations [2 fatalities split among 15 events].",1
9090932,2019-09-10,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Volnovaskyi","Bohdanivka",47.6298,37.7563,"On 10 September 2019, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Bohdanivka, Donetsk. During the day, six Ukrainian soldiers were wounded at unspecified locations. One of the wounded soldiers died four days later in a hospital [1 fatality split among 13 events].",1
9090968,2019-09-08,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Donetsk","Donetskyi","Spartak",48.079,37.7635,"On 8 September 2019, an unexploded shell detonated in Spartak, Donetsk, killing one civilian woman and wounding another.",1
9091025,2019-09-06,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Donetskyi","Yasynuvata",48.1298,37.8594,"On 6 September 2019, the Ukrainian Forces fired 120mm and 82mm mortars, anti-tank guided missiles, heavy machine guns, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Yasynuvata, Donetsk, killing one DPR rebel.",1
9091043,2019-09-05,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Chernihiv","Prylutskyi","Zhuravka",50.4756,32.5917,"On 5 September 2019, a Donbass war veteran stabbed four people, one of whom died from injuries, and set fire to the building of the village council in Zhuravka, Chernihiv.",1
9091046,2019-09-05,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Talakivka",47.1924,37.7252,"On 5 September 2019, the NAF rebel forces fired heavy machine guns and small arms at the governmental positions near Talakivka, Donetsk. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations [1 fatality split among 13 events].",1
9091062,2019-09-05,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Kalmiuskyi","Nova Marivka",47.4499,37.9418,"On 5 September 2019, the Ukrainian Forces fired 120mm and 82mm mortars at the positions of the Donbass People's Militia in the area of Nova Marivka, Donetsk, killing one DPR rebel and wounding another.",1
9091083,2019-09-04,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 4 September 2019, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Vodyane, Donetsk. During the day, one Ukrainian soldier was killed at an unspecified location [1 fatality split among 11 events].",1
9091093,2019-09-04,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Komsomolets",48.338,37.9755,"On 4 September 2019, the Ukrainian Forces fired 120mm and 82mm mortars, heavy machine guns, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Komsomolets, Donetsk. The OSCE SMM observed a total of 163 explosions/shots/bursts of fire involving small arms/heavy machineguns/unknown weapons near Komsomolets. During the day, two DPR rebels were killed at unspecified locations [2 fatalities split among 12 events].",1
9091097,2019-09-04,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Holmivskyi",48.4046,38.0817,"On 4 September 2019, the Ukrainian Forces fired 120mm and 82mm mortars, heavy machine guns, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Holmivskyi, Donetsk. During the day, two DPR rebels were killed at unspecified locations [2 fatalities split among 12 events].",1
9091106,2019-09-04,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Donetsk","Donetskyi","Donetsk - Kirovskyi",47.968,37.5475,"On 4 September 2019, a pack of explosives detonated near a mine in Kirovskyi district of Donetsk killing one civilian person.",1
9091148,2019-09-02,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 2 September 2019, the NAF rebel forces fired 120mm and 82mm mortars, grenade launchers and small arms at the governmental positions near Vodyane, Donetsk. The OSCE SMM observed a total of 4 explosions involving unknown weapons near Vodyane. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations [1 fatality split among 11 events].",1
9091218,2019-08-31,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Shakhta imeni Gagarina",48.3435,37.942,"On 31 August 2019, the Ukrainian Forces fired 120mm and 82mm mortars, anti-aircraft guns, heavy machine guns, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Shakhta imeni Gagarina, Donetsk. During the day, one DPR rebel was killed at unspecified location in Donbass [1 fatality split among 12 events].",1
9091248,2019-08-30,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Police Forces of Ukraine (2019-) State Border Guard Service","Kharkiv","Chuguivskyi","Vovchansk",50.2908,36.9411,"On 30 August 2019, a Ukrainian border guard was killed in a blast of an unidentified explosive device on the Ukrainian-Russian border near Vovchansk, Kharkiv.",1
9091254,2019-08-30,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 30 August 2019, the NAF rebel forces fired 120mm and 82mm mortars, sniper rifles and small arms at the governmental positions near Vodyane, Donetsk. The OSCE SMM observed a total of 52 explosions involving unknown weapons near Vodyane. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations in Donbass [1 fatality split among 11 events].",1
9091310,2019-08-29,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Bakhmutskyi","Zaitseve",48.4292,38.0094,"On 29 August 2019, the NAF rebel forces fired IFVs and small arms at the governmental positions near Zaitseve, Donetsk. The Ukrainian forces fired 82mm mortars and small arms at the positions of the Donbass People's Militia killing two DPR rebels and taking three captive. The OSCE SMM observed a total of 1128 projectiles/explosions/shots involving unknown weapons in both directions of the frontline near Zaitseve.",2
9091318,2019-08-29,"Explosions/Remote violence","Military Forces of Ukraine (2014-2019)","NAF: United Armed Forces of Novorossiya","Donetsk","Kalmiuskyi","Hryhorivka",47.408,37.8984,"On 29 August 2019, the Ukrainian Forces fired 120mm mortars at the positions of the Donbass People's Militia in the area of Hryhorivka, Donetsk, killing three DPR rebels and wounding five.",3
9091478,2019-08-25,"Battles","Military Forces of Ukraine (2014-2019)","Military Forces of Ukraine (2014-2019)","Odesa","Odeskyi","Dachne",46.5772,30.548,"On 25 August 2019, in what seems to be a deliberate murder, a Ukrainian marine soldier shot dead another soldier in a military unit in Dachne, Odessa.",1
9091480,2019-08-25,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Pokrovskyi","Marinka",47.9425,37.505,"On 25 August 2019, the NAF rebel forces fired grenade launchers at the governmental positions near Marinka, Donetsk, wounding one Ukrainian soldier who died in a hospital a week later. During the day, another Ukrainian soldier was killed and three were wounded at unspecified locations [1 fatality split among 9 events].",1
9091508,2019-08-25,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Volnovaskyi","Mykolaivka",47.6539,37.6793,"On 25 August 2019, the NAF rebel forces fired grenade launchers and small arms at the governmental positions near Mykolaivka, Donetsk. During the day, one Ukrainian soldier was killed and three were wounded at unspecified locations [1 fatality split among 9 events].",1
9091515,2019-08-24,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Ivano-Frankivsk","Ivano-Frankivskyi","Mykytyntsi",48.9054,24.7553,"On 24 August 2019, a Donbass veteran threw two grenades in Mykytyntsi, Ivano-Frankivsk, killing himself and a civilian woman.",2
9091562,2019-08-23,"Battles","Military Forces of Ukraine (2014-2019)","NAF: United Armed Forces of Novorossiya","Donetsk","Bakhmutskyi","Dolomytne",48.416,38.1346,"On 23 August 2019, the Ukrainian Forces fired 120mm mortars, grenade launchers, heavy machine guns and small arms at the positions of the Donbass People's Militia in the area of Dolomytne, Donetsk, killing one DPR rebel.",1
9091586,2019-08-22,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Kirovograd","Kropyvnytskyi","Kropyvnytskyi",48.5153,32.2545,"On 22 August 2019, unidentified individuals shot an attorney, formerly police officer and deputy head of the Kirovohrad Ministry of Interior department, near a detention facility in Kropyvnytskyi, Kirovohrad. The attorney was killed, another person was wounded.",1
9091738,2019-08-18,"Violence against civilians","Military Forces of Ukraine (2014-2019)","Civilians (Ukraine)","Kyiv","Vyshhorodskyi","Zalissya",51.2539,30.1886,"On 18 August 2019, a Ukrainian soldier shot dead a civilian man in Zalissya, Kiev.",1
9091861,2019-08-15,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Pokrovskyi","Pisky",48.0669,37.6664,"On 15 August 2019, the NAF rebel forces fired unspecified weapons at the governmental positions near Pisky, Donetsk, killing two Ukrainian soldiers.",2
9091907,2019-08-14,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Luhansk","Sievierodonetskyi","Khutir Vilny",48.6828,38.5508,"On 14 August 2019, the NAF rebel forces fired heavy machine guns and grenade launchers at the governmental positions near Vilny, Luhansk, killing one Ukrainian soldier.",1
9092068,2019-08-10,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Mariupolskyi","Pyshchevyk",47.242,37.7925,"On 10 August 2019, the NAF rebel forces fired heavy machine guns, grenade launchers and small arms at the governmental positions near Pyshchevyk, Donetsk. The OSCE SMM observed a total of 42 projectiles involving unknown weapons in both directions of the frontline near Pyshchevyk. During the day, one Ukrainian soldier was killed and another was wounded at unspecified locations in Donbass [1 fatality split among 9 events].",1
9092081,2019-08-10,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Military Forces of Ukraine (2014-2019)","Donetsk","Bakhmutskyi","Rozsadky",48.4312,38.3518,"On 10 August 2019, two Ukrainian soldiers were killed and one was wounded in an explosion of a landmine near Rozsadky, Donetsk.",2
9092105,2019-08-09,"Battles","Military Forces of Ukraine (2014-2019)","NAF: United Armed Forces of Novorossiya","Donetsk","Mariupolskyi","Kominternove",47.1745,37.811,"On 9 August 2019, the Ukrainian Forces fired 120mm mortars, IFVs, grenade launchers, heavy machine guns and small arms at the positions of the Donbass People's Militia in the area of Kominternove, Donetsk, killing two DPR rebels. Three residential houses were damaged.",2
9092109,2019-08-09,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Mariupolskyi","Shyrokyne",47.0987,37.8199,"On 9 August 2019, the NAF rebel forces fired small arms at the governmental positions near Shyrokyne, Donetsk, killing one Ukrainian soldier.",1
9092124,2019-08-08,"Battles","Military Forces of Ukraine (2014-2019)","NAF: United Armed Forces of Novorossiya","Donetsk","Kalmiuskyi","Sosnovskoye",47.2972,37.9076,"On 8 August 2019, the Ukrainian Forces fired grenade launchers, heavy machine guns and small arms at the positions of the Donbass People's Militia in the area of Sosnovskoye, Donetsk. One DPR rebel was wounded and died the next day in a hospital.",1
9092174,2019-08-06,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Mariupolskyi","Pavlopil",47.2656,37.7787,"On 6 August 2019, the NAF rebel forces fired grenade launchers and heavy machine guns at the governmental positions near Pavlopil, Donetsk. During the day, four Ukrainian soldiers were killed and one was wounded at unspecified locations [4 fatalities split among 6 events].",1
9092175,2019-08-06,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Mariupolskyi","Vodyane",47.1478,37.7881,"On 6 August 2019, the NAF rebel forces fired small arms at the governmental positions near Vodyane, Donetsk. During the day, four Ukrainian soldiers were killed and one was wounded at unspecified locations [4 fatalities split among 6 events].",1
9092176,2019-08-06,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Mariupolskyi","Lebedynske",47.1269,37.7527,"On 6 August 2019, the NAF rebel forces fired small arms at the governmental positions near Lebedynske, Donetsk. During the day, four Ukrainian soldiers were killed and one was wounded at unspecified locations [4 fatalities split among 6 events].",1
9092185,2019-08-06,"Battles","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Donetsk","Volnovaskyi","Bohdanivka",47.6298,37.7563,"On 6 August 2019, the NAF rebel forces fired IFVs, grenade launchers, heavy machine guns and small arms at the governmental positions near Bohdanivka, Donetsk. During the day, four Ukrainian soldiers were killed and one was wounded at unspecified locations [4 fatalities split among 6 events].",1
9092198,2019-08-05,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Military Forces of Ukraine (2014-2019)","Donetsk","Donetskyi","Butovka-Donetskaya Mine",48.0675,37.7919,"On 5 August 2019, one Ukrainian serviceman was killed and another was wounded in a landmine explosion near Butovka-Donetskaya Mine, Donetsk.",1
7541740,2019-08-04,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Donetsk","Donetskyi","Donetsk",48.015,37.8014,"As reported on 4 August, a son of a former minister of transport of the DPR rebel government was shot dead in Donetsk.",1
9092246,2019-08-02,"Battles","Military Forces of Ukraine (2014-2019)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Nyzhnye Lozove",48.3986,38.3549,"On 2 August 2019, the Ukrainian Forces fired 120mm mortars, grenade launchers, heavy machine guns and small arms at the position of the Luhansk People's Militia in the area of Nyzhnye Lozove, Donetsk, killing one LPR rebel.",1
9092371,2019-07-28,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Zaporizhia","Zaporizkyi","Kushuhum",47.7165,35.2086,"On 28 July 2019, a man was killed when a planted grenade exploded in Kushuhum, Zaporizhia.",1
9092434,2019-07-25,"Explosions/Remote violence","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Donetsk","Bakhmutskyi","Zaitseve",48.4292,38.0094,"On 25 July 2019, a civilian woman died in an explosion of a landmine in Zaitseve, Donetsk.",1
9092506,2019-07-22,"Battles","Military Forces of Ukraine (2014-2019)","NAF: United Armed Forces of Novorossiya","Donetsk","Horlivskyi","Holmivskyi",48.4046,38.0817,"On 22 July 2019, the Ukrainian Forces fired sniper rifles and small arms at the positions of the Donbass People's Militia in the area of Holmivskyi, Donetsk. During the day, one DPR rebel was killed at an unspecified location in Donbass [1 fatality split among 4 events].",1
9092528,2019-07-21,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Kyiv","Vyshhorodskyi","Slavutych",51.5196,30.7343,"On 21 July 2019, a journalist died in Slavutych, Kiev, after three unidentified individuals beat him and cut his throat.",1
9092529,2019-07-21,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Military Forces of Ukraine (2014-2019)","Luhansk","Shchastynskyi","Schastia",48.7412,39.2354,"On 21 July 2019, two Ukrainian soldiers were killed and another two were wounded in a blast of an unknown explosive device installed by NAF forces' sabotage and reconnaissance group near Schastia, Luhansk.",2
